"CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Telephone Number","Provider SSA County Code","County/Parish","Urban","Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Facility Reported Incidents","Number of Substantiated Complaints","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties","Location","Latitude","Longitude","Geocoding Footnote","Processing Date"
"195363","OLD BROWNLEE COMMUNITY CARE CENTER","4680 OLD BROWNLEE RD","BOSSIER CITY","LA","71111","3185535950","070","Bossier","Y",Non profit - Corporation,89,83.8,,Medicare and Medicaid,"N","COMMCARE CORPORATION",1996-07-01,COMMCARE CORPORATION,150,14,2.6,2.5,3.2,3.6,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,4,,,,2.78374,1.58322,0.28400,1.86722,4.65096,3.77672,0.17482,0.09798,39.6,,33.3,,0,,1.17281,0.85220,2.00076,0.74186,0.58232,3.32494,2.91833,3.24448,1.84526,0.33101,5.42076,4.40181,2025-07-09,5,4,1,28,1,0,28,2024-07-10,2,0,2,12,0,0,12,24.000,1,5,,0,0.00,0,0,"4680 OLD BROWNLEE RD,BOSSIER CITY,LA,71111",32.5977,-93.723,,2025-10-01
"195365","MAISON DE LAFAYETTE","2707 KALISTE SALOOM ROAD","LAFAYETTE","LA","70508","3379812258","270","Lafayette","Y",For profit - Limited Liability company,189,167.4,,Medicare and Medicaid,"N","2707 LAF SNF LLC",1996-04-10,,,,,,,,N,,N,N,N,Resident,Yes,1,,2,,2,,2,,1,,1,,,,2.24198,1.02024,0.13997,1.16021,3.40219,2.77810,0.05243,0.03197,69.6,,71.4,,0,,1.21117,0.88007,2.06619,0.76613,0.60136,3.43368,3.01378,2.53031,1.15145,0.15797,3.83972,3.13537,2025-08-13,16,11,5,72,1,0,72,2024-06-12,23,14,9,144,1,0,144,90.000,2,47,,3,25838.00,0,3,"2707 KALISTE SALOOM ROAD,LAFAYETTE,LA,70508",30.1546,-92.05,,2025-10-01
"195369","OUR LADY OF PROMPT SUCCOR NURSING FACILITY","954 E PRUDHOMME ST","OPELOUSAS","LA","70570","3379483634","480","St. Landry","N",For profit - Limited Liability company,120,108.0,,Medicare and Medicaid,"N","OLPSNH OPCO PFU LLC",1996-05-01,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,N,N,N,Resident,Yes,4,,4,,3,,2,,3,,3,,,,2.42359,0.96095,0.27116,1.23210,3.65569,3.31707,0.08339,0.04239,32.7,,50.0,,1,,1.34732,0.97901,2.29847,0.85225,0.66897,3.81969,3.35258,2.45884,0.97492,0.27510,3.70887,3.36532,2025-01-08,8,7,1,40,1,0,40,2023-12-06,9,7,2,40,1,0,40,40.000,4,0,,0,0.00,0,0,"954 E PRUDHOMME ST,OPELOUSAS,LA,70570",30.5445,-92.084,,2025-10-01
"195373","RAYVILLE NURSING AND REHABILITATION","294 HWY 3048","RAYVILLE","LA","71269","3187282089","410","Richland","Y",For profit - Limited Liability company,149,56.6,,Medicare and Medicaid,"N","DSKH RAYVILLE LLC",1996-06-01,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,2,,3,,3,,3,,3,,1,,,,1.73525,0.78730,0.41455,1.20185,2.93711,2.61750,0.34874,0.03573,,26,,27,1,,1.29348,0.93988,2.20661,0.81819,0.64223,3.66703,3.21859,1.83379,0.83201,0.43809,3.10388,2.76613,2024-07-31,7,7,0,48,1,0,48,2023-08-23,9,9,0,64,1,0,64,52.000,0,7,,0,0.00,0,0,"294 HWY 3048,RAYVILLE,LA,71269",32.4322,-91.725,,2025-10-01
"195374","St Joseph of Harahan","405 Folse Drive","Harahan","LA","70123","5047387676","250","Jefferson","Y",For profit - Limited Liability company,206,175.9,,Medicare and Medicaid,"N","ST JOSEPH OF HARAHAN, LLC",1996-07-01,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,N,N,N,Resident,Yes,1,,1,,1,,1,,1,,1,,,,1.85310,1.27009,0.09404,1.36413,3.21723,2.76610,0.06935,0.00000,56.2,,,27,1,,1.33582,0.97065,2.27884,0.84497,0.66326,3.78707,3.32395,1.89625,1.29967,0.09623,3.29215,2.83051,2025-03-27,9,3,7,135,1,0,135,2024-03-13,44,20,27,204,2,102,306,177.750,12,115,0,2,284595.00,1,3,"405 Folse Drive,Harahan,LA,70123",29.9422,-90.212,,2025-10-01
"195376","GRAND COVE NURSING & REHABILITATION CENTER","1525 W MCNEESE ST.","LAKE CHARLES","LA","70605","3374746000","090","Calcasieu","Y",For profit - Corporation,109,85.2,,Medicare and Medicaid,"N","KENTER LLC",1996-08-01,,,,,,,,N,,N,N,N,Both,Yes,4,,4,,2,,2,,1,,2,,,,2.16929,1.04442,0.29891,1.34333,3.51261,2.84935,0.12914,0.04602,58.1,,40.0,,0,,1.34831,0.97972,2.30015,0.85287,0.66946,3.82248,3.35502,2.19924,1.05884,0.30304,3.56112,2.88870,2025-06-11,5,5,0,20,1,0,20,2024-06-05,8,4,4,64,1,0,64,31.000,1,3,,2,29042.00,0,2,"1525 W MCNEESE ST.,LAKE CHARLES,LA,70605",30.1761,-93.244,,2025-10-01
"195380","THE GUEST HOUSE SKILLED NURSING REHABILITATION","9225 NORMANDIE DRIVE","SHREVEPORT","LA","71118","3186860515","080","Caddo","Y",For profit - Limited Liability company,177,119.6,,Medicare and Medicaid,"N","PMG OPCO-GUEST HOUSE LLC",1996-08-01,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,1,,1,,1,,2,,1,,1,,,,1.83807,0.85314,0.20690,1.06004,2.89811,2.61942,0.10929,0.06505,60.4,,55.6,,0,,1.42779,1.03748,2.43575,0.90315,0.70892,4.04783,3.55282,1.75971,0.81677,0.19808,2.77456,2.50774,2025-04-10,14,14,0,104,1,0,104,2024-03-14,29,6,23,939,1,0,939,312.750,5,31,,6,374262.00,0,6,"9225 NORMANDIE DRIVE,SHREVEPORT,LA,71118",32.3993,-93.805,,2025-10-01
"195381","CHRISTWOOD","100 CHRISTWOOD BLVD.","COVINGTON","LA","70433","9858980515","510","St. Tammany","Y",Non profit - Corporation,30,25.2,,Medicare,"N","CHRISTWOOD",1996-07-22,,,,,,,,Y,,N,N,N,Resident,Yes,5,,5,,2,,2,,3,,4,,,,2.57500,1.33131,0.51818,1.84949,4.42448,3.84908,0.46286,0.16503,25.9,,,27,0,,1.25675,0.91319,2.14395,0.79496,0.62400,3.56291,3.12720,2.80074,1.44802,0.56360,4.81237,4.18652,2024-12-18,3,3,0,16,1,0,16,2023-12-20,2,2,0,20,1,0,20,17.000,0,0,,0,0.00,0,0,"100 CHRISTWOOD BLVD.,COVINGTON,LA,70433",30.4385,-90.146,,2025-10-01
"195382","CENTRAL GUEST HOUSE HEALTHCARE & REHABILITATION CE","10748 JOOR ROAD","BATON ROUGE","LA","70818","2254166006","160","E. Baton Rouge","Y",For profit - Corporation,170,165.1,,Medicare and Medicaid,"N","STERLING PLACE, LLC",1996-10-01,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,1,,2,,,,2.19866,0.99257,0.14083,1.13340,3.33205,2.89222,0.05442,0.00000,50.0,,33.3,,0,,1.21894,0.88572,2.07946,0.77105,0.60523,3.45573,3.03313,2.46557,1.11307,0.15792,3.73656,3.24334,2025-02-12,8,6,3,32,1,0,32,2024-03-21,15,8,10,134,1,0,134,57.500,0,32,0,2,257176.00,0,2,"10748 JOOR ROAD,BATON ROUGE,LA,70818",30.5447,-91.054,,2025-10-01
"195385","J. MICHAEL MORROW MEMORIAL NURSING  HOME","883 MAIN STREET","ARNAUDVILLE","LA","70512","3377547703","480","St. Landry","N",For profit - Partnership,175,144.8,,Medicare and Medicaid,"N","TECHE MANOR NURSING HOME, LLC",1996-12-02,,,,,,,,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,1,,2,,,,2.98911,1.09665,0.20334,1.30000,4.28911,3.53855,0.05788,0.02243,,26,,26,0,,1.35210,0.98248,2.30662,0.85527,0.67134,3.83323,3.36446,3.02189,1.10868,0.20557,4.33614,3.57735,2024-07-31,7,7,0,48,1,0,48,2023-07-26,8,7,1,44,1,0,44,47.000,2,0,,1,4194.00,0,1,"883 MAIN STREET,ARNAUDVILLE,LA,70512",30.4084,-91.932,,2025-10-01
"195386","Legacy Nursing and Rehabilitation of Morgan City","740 Justa Street","Morgan City","LA","70380","9853841726","500","St. Mary","N",For profit - Limited Liability company,88,84.1,,Medicare and Medicaid,"N","MORGAN CITY OPCO, L.L.C.",1996-10-01,LEGACY NURSING & REHABILITATION,307,9,2.0,2.2,1.6,2.4,N,,N,N,N,Resident,Yes,1,,3,,1,20,1,20,,20,1,,,,1.83988,1.25563,0.15931,1.41493,3.25481,2.76900,0.10283,0.02125,65.5,,,27,1,,1.31743,0.95729,2.24748,0.83334,0.65413,3.73495,3.27820,1.90900,1.30280,0.16529,3.37709,2.87302,2024-08-22,8,6,2,52,1,0,52,2023-10-05,16,14,2,104,1,0,104,65.000,0,10,,1,97995.00,1,2,"740 Justa Street,Morgan City,LA,70380",29.697,-91.179,,2025-10-01
"195388","LEGACY NURSING AND REHABILITATION OF FRANKLIN","1907 CHINABERRY STREET","FRANKLIN","LA","70538","3378281918","500","St. Mary","N",For profit - Limited Liability company,152,125.7,,Medicare and Medicaid,"N","FRANKLIN OPCO LLC",1996-10-01,LEGACY NURSING & REHABILITATION,307,9,2.0,2.2,1.6,2.4,N,,Y,N,N,Resident,Yes,2,,2,,2,,1,,2,,2,,,,1.96307,1.15820,0.14691,1.30511,3.26818,2.86899,0.08632,0.04177,44.7,,50.0,,1,,1.34817,0.97962,2.29991,0.85279,0.66939,3.82208,3.35468,1.99038,1.17431,0.14895,3.31365,2.90890,2025-01-07,14,10,4,72,1,0,72,2024-01-24,16,5,11,247,1,0,247,115.750,0,35,,1,176962.00,0,1,"1907 CHINABERRY STREET,FRANKLIN,LA,70538",29.7908,-91.521,,2025-10-01
"195389","HERITAGE MANOR OF BATON ROUGE II","9301 OXFORD PLACE AVE","BATON ROUGE","LA","70809","2259242851","160","E. Baton Rouge","Y",For profit - Limited Liability company,144,115.8,,Medicare and Medicaid,"N","COMMUNITY CARE CENTER OF HERITAGE HOUSE, LLC",1996-11-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,Y,N,N,Resident,Yes,1,,1,,2,,1,,2,,2,,,,2.39894,1.05669,0.22525,1.28193,3.68088,3.31668,0.11534,0.01762,63.0,,57.1,,0,,1.23305,0.89597,2.10353,0.77997,0.61223,3.49573,3.06823,2.65940,1.17141,0.24970,4.08051,3.67677,2024-12-11,13,5,8,306,1,0,306,2023-11-08,19,5,14,120,1,0,120,259.500,4,27,,4,76445.00,0,4,"9301 OXFORD PLACE AVE,BATON ROUGE,LA,70809",30.4186,-91.08,,2025-10-01
"195390","HILLTOP NURSING & REHABILITATION CENTER","336 EDGEWOOD DRIVE","PINEVILLE","LA","71360","3184429552","390","Rapides","Y",For profit - Limited Liability company,130,94.6,,Medicare and Medicaid,"N","HILLTOP NURSING & REHABILITATION CENTER LLC",1996-11-01,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,Y,N,N,Resident,Yes,1,,1,,1,,2,,1,,3,,,,2.64151,0.90451,0.42415,1.32866,3.97017,3.53633,0.21638,0.05256,49.0,,12.5,,,26,1.22516,0.89024,2.09006,0.77498,0.60831,3.47335,3.04859,2.94717,1.00917,0.47323,4.42957,3.94553,2025-01-09,13,10,3,189,1,0,189,2023-12-21,5,5,0,28,1,0,28,148.750,0,1,,0,0.00,0,0,"336 EDGEWOOD DRIVE,PINEVILLE,LA,71360",31.3388,-92.4,,2025-10-01
"195392","LEGACY NURSING AND REHABILITATION OF WINNSBORO","804 POLK STREET","WINNSBORO","LA","71295","3184356116","200","Franklin","N",For profit - Limited Liability company,150,86.6,,Medicare and Medicaid,"N","WINNSBORO OPCO LLC",1996-11-01,LEGACY NURSING & REHABILITATION,307,9,2.0,2.2,1.6,2.4,N,,N,N,N,Resident,Yes,2,,2,,,20,,20,3,,2,,,,2.21428,1.27716,0.16922,1.44639,3.66067,3.10780,0.09927,0.05343,48.3,,,27,1,,1.34776,0.97932,2.29921,0.85253,0.66918,3.82092,3.35366,2.24578,1.29533,0.17163,3.71273,3.15200,2025-07-09,12,11,1,64,1,0,64,2024-05-15,17,8,10,164,1,0,164,89.000,4,10,,4,219492.00,1,5,"804 POLK STREET,WINNSBORO,LA,71295",32.1681,-91.733,,2025-10-01
"195393","Deerfield Nursing and Rehabilitation Center","522 MAIN STREET","DELHI","LA","71232","3188782417","410","Richland","Y",For profit - Limited Liability company,103,55.8,,Medicare and Medicaid,"N","DEERFIELD NURSING & REHABILITATION CENTER, LLC",1997-01-01,,,,,,,,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,2,,2,,,,2.42581,1.10690,0.26345,1.37035,3.79617,3.24915,0.24747,0.11877,52.5,,60.0,,,26,1.18347,0.85995,2.01894,0.74861,0.58761,3.35516,2.94486,2.80185,1.27849,0.30429,4.38463,3.75281,2025-05-14,8,8,3,52,1,0,52,2024-04-11,8,7,1,52,1,0,52,52.000,2,5,,0,0.00,0,0,"522 MAIN STREET,DELHI,LA,71232",32.4624,-91.492,,2025-10-01
"195394","COLONIAL MANOR NURSING & REHABILITATION HOME","307 FOSTER STREET","RAYVILLE","LA","71269","3187283252","410","Richland","Y",For profit - Corporation,105,61.4,,Medicare and Medicaid,"N","COLONIAL MANOR NURSING AND REHABILITATION HOME INC",1997-01-01,,,,,,,,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,2,,2,,,,2.61728,1.21873,0.26706,1.48580,4.10308,3.43940,0.18029,0.03971,60.0,,75.0,,2,,1.15059,0.83606,1.96285,0.72781,0.57129,3.26195,2.86305,3.10938,1.44788,0.31728,4.87453,4.08608,2024-12-18,7,5,2,40,1,0,40,2023-12-06,8,3,5,68,1,0,68,47.000,8,0,,3,24749.00,0,3,"307 FOSTER STREET,RAYVILLE,LA,71269",32.47,-91.76,,2025-10-01
"195401","Ascension Oaks Nursing & Rehab Center","711 W. CORNERVIEW ROAD","GONZALES","LA","70737","2256446581","020","Ascension","Y",For profit - Limited Liability company,102,98.8,,Medicare and Medicaid,"N","ASCENSION OAKS NURSING & REHABILITATION CENTER, LLC",1997-03-01,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,1,,3,,,,2.26121,1.14687,0.25307,1.39994,3.66114,2.87009,0.10394,0.05503,38.6,,33.3,,,26,1.18721,0.86267,2.02533,0.75097,0.58947,3.36577,2.95417,2.60349,1.32047,0.29138,4.21534,3.30454,2025-06-12,7,7,0,36,2,18,54,2023-08-17,8,6,2,60,1,0,60,55.500,3,0,,2,158838.00,0,2,"711 W. CORNERVIEW ROAD,GONZALES,LA,70737",30.2406,-90.967,,2025-10-01
"195405","NATCHITOCHES COMMUNITY CARE CENTER","781 HIGHWAY 494","NATCHITOCHES","LA","71457","3183528296","340","Natchitoches","N",Non profit - Corporation,120,103.7,,Medicare and Medicaid,"N","COMMCARE CORPORATION",1997-04-01,COMMCARE CORPORATION,150,14,2.6,2.5,3.2,3.6,N,,N,N,N,Resident,Yes,1,,1,,4,,3,,4,,4,,,,3.22662,1.26911,0.30997,1.57908,4.80569,3.86542,0.15740,0.04930,30.7,,25.0,,0,,1.14348,0.83089,1.95072,0.72331,0.56776,3.24179,2.84535,3.85713,1.51711,0.37054,5.74477,4.62075,2024-07-18,16,8,8,285,1,0,285,2023-07-12,16,10,6,92,1,0,92,236.750,0,36,,1,123305.00,0,1,"781 HIGHWAY 494,NATCHITOCHES,LA,71457",31.741,-93.046,,2025-10-01
"195408","Heritage Manor South","9712 MANSFIELD ROAD","SHREVEPORT","LA","71118","3186872080","080","Caddo","Y",For profit - Limited Liability company,145,100.3,,Medicare and Medicaid,"N","COMMUNITY CARE CENTER OF SHREVEPORT SOUTH LLC",1997-04-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Resident,Yes,3,,3,,2,,1,,3,,4,,,,2.58744,1.19285,0.38837,1.58122,4.16865,3.30810,0.16955,0.04417,50.8,,40.0,,0,,1.14777,0.83401,1.95804,0.72602,0.56989,3.25395,2.85603,3.08148,1.42061,0.46252,4.96461,3.93975,2024-10-30,9,7,2,64,1,0,64,2023-11-29,5,4,1,32,1,0,32,56.000,0,7,,0,0.00,0,0,"9712 MANSFIELD ROAD,SHREVEPORT,LA,71118",32.3834,-93.818,,2025-10-01
"195410","ST JAMES PLACE NURSING CARE CENTER","333 LEE DRIVE","BATON ROUGE","LA","70808","2254903252","160","E. Baton Rouge","Y",Non profit - Corporation,90,53.2,,Medicare,"N","SPIRITAS SENIOR SERVICES",1997-04-28,,,,,,,,Y,,N,N,N,Resident,Yes,2,,2,,2,,1,,3,,4,,,,2.41877,1.97956,0.30656,2.28612,4.70489,4.16202,0.18520,0.18307,39.4,,,27,1,,1.18498,0.86104,2.02152,0.74956,0.58836,3.35945,2.94862,2.79015,2.28350,0.35363,5.42728,4.80106,2025-06-25,8,7,1,52,1,0,52,2024-05-31,12,12,0,239,1,0,239,98.750,0,5,0,1,72485.00,1,2,"333 LEE DRIVE,BATON ROUGE,LA,70808",30.3966,-91.157,,2025-10-01
"195413","LAKE CHARLES CARE CENTER","2701 ERNEST STREET","LAKE CHARLES","LA","70601","3374390336","090","Calcasieu","Y",For profit - Limited Liability company,182,124.0,,Medicare and Medicaid,"N","DIVERSIFIED HEALTH CARE-LAKE CHARLES, LLC",1997-05-01,,,,,,,,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,1,,3,,,,2.34723,1.53491,0.08842,1.62333,3.97056,3.41927,0.06826,0.03279,55.7,,0.0,,0,,1.30131,0.94557,2.21997,0.82314,0.64612,3.68924,3.23808,2.46558,1.61231,0.09288,4.17077,3.59168,2025-05-14,5,5,0,32,1,0,32,2024-05-08,6,4,2,36,1,0,36,33.000,0,27,0,0,0.00,0,0,"2701 ERNEST STREET,LAKE CHARLES,LA,70601",30.2056,-93.223,,2025-10-01
"195420","NAOMI HEIGHTS NURSING & REHABILITATION CENTER","2421 E. TEXAS AVENUE","ALEXANDRIA","LA","71301","3184435638","390","Rapides","Y",For profit - Limited Liability company,139,85.6,,Medicare and Medicaid,"N","NAOMI HEIGHTS NURSING & REHABILITATION CENTER, LLC",1997-06-01,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,N,N,N,Resident,Yes,1,,2,,1,,2,,1,,2,,,,2.41857,1.03017,0.33770,1.36787,3.78645,3.29623,0.27941,0.06214,51.1,,30.0,,,26,1.32192,0.96055,2.25513,0.83618,0.65635,3.74766,3.28936,2.50092,1.06525,0.34920,3.91536,3.40845,2024-07-31,6,4,2,48,1,0,48,2023-06-14,11,2,9,285,1,0,285,107.250,4,6,,2,66250.00,0,2,"2421 E. TEXAS AVENUE,ALEXANDRIA,LA,71301",31.2837,-92.459,,2025-10-01
"195422","ROSEWOOD NURSING CENTER","534 15TH STREET","LAKE CHARLES","LA","70601","3374398338","090","Calcasieu","Y",For profit - Limited Liability company,150,67.6,,Medicare and Medicaid,"N","ROSEWOOD NURSING CENTER, LLC",1997-07-01,,,,,,,,N,,N,N,N,Both,Yes,1,,2,,1,,2,,1,,1,,,,1.79798,1.19746,0.26622,1.46368,3.26166,2.75515,0.21983,0.08412,46.9,,,27,0,,1.48087,1.07605,2.52629,0.93673,0.73528,4.19830,3.68488,1.65963,1.10532,0.24574,3.01070,2.54315,2024-12-10,8,7,1,48,1,0,48,2023-12-20,16,8,8,176,1,0,176,80.000,3,13,,25,246065.00,1,26,"534 15TH STREET,LAKE CHARLES,LA,70601",30.2092,-93.215,,2025-10-01
"195423","Carroll Health and Rehab LLC","307 N Castleman St","Oak Grove","LA","71263","3184283249","610","West Carroll","N",For profit - Individual,120,62.9,,Medicare and Medicaid,"N","CARROLL HEALTH AND REHAB LLC",1997-08-01,,,,,,,,N,,N,N,N,Resident,Yes,1,,1,,1,,1,,2,,1,,,,1.92834,0.99784,0.24302,1.24085,3.16919,2.52403,0.20306,0.08167,61.0,,66.7,,2,,1.21592,0.88352,2.07430,0.76913,0.60372,3.44716,3.02560,2.16782,1.12176,0.27320,3.56278,2.83749,2025-07-28,27,16,16,277,1,0,277,2024-06-26,19,16,4,140,1,0,140,242.750,4,33,,0,0.00,0,0,"307 N Castleman St,Oak Grove,LA,71263",32.8634,-91.392,,2025-10-01
"195424","Lexington House","16 HEYMAN LANE","ALEXANDRIA","LA","71303","3184424364","390","Rapides","Y",For profit - Corporation,130,114.0,,Medicare and Medicaid,"N","LEXINGTON HOUSE, LLC",1997-09-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Both,Yes,2,,3,,1,,2,,1,,2,,,,2.72188,0.89557,0.36074,1.25630,3.97818,3.28243,0.38757,0.01765,58.8,,63.6,,0,,1.35451,0.98423,2.31072,0.85679,0.67254,3.84005,3.37045,2.74684,0.90378,0.36404,4.01466,3.31253,2025-05-21,9,8,1,44,2,22,66,2024-03-13,9,5,4,64,1,0,64,65.500,2,8,,1,9945.00,0,1,"16 HEYMAN LANE,ALEXANDRIA,LA,71303",31.3018,-92.489,,2025-10-01
"195425","PATTERSON HEALTHCARE CENTER","910 LIA ST","PATTERSON","LA","70392","9853954563","500","St. Mary","N",For profit - Corporation,121,82.4,,Medicare and Medicaid,"N","NEXION HEALTH AT PATTERSON, INC.",1997-07-01,NEXION HEALTH,370,52,2.5,2.6,2.8,2.8,N,,N,N,N,Resident,Yes,1,,2,,1,,2,,1,,2,,,,1.94601,1.18654,0.16883,1.35537,3.30138,2.90143,0.11974,0.06262,30.4,,,27,1,,1.19169,0.86592,2.03297,0.75381,0.59169,3.37847,2.96531,2.23216,1.36102,0.19365,3.78683,3.32808,2024-12-11,21,14,7,96,1,0,96,2024-01-11,11,9,2,173,1,0,173,115.250,3,7,,1,17280.00,0,1,"910 LIA ST,PATTERSON,LA,70392",29.6852,-91.313,,2025-10-01
"195426","THE ENCORE HEALTHCARE AND REHABILITATION CENTER","19110 CROWLEY-EUNICE HWY","CROWLEY","LA","70526","3377835533","000","Acadia","Y",Non profit - Corporation,73,67.8,,Medicare and Medicaid,"N","ARKANSAS ELDER OUTREACH OF LITTLE ROCK, INC.",1997-07-01,ELDER OUTREACH NURSING & REHABILITATION,194,5,3.2,3.2,2.2,3.0,N,,N,N,N,Resident,Yes,3,,3,,3,,2,,3,,2,,,,2.60752,1.21294,0.21502,1.42796,4.03548,3.38758,0.16571,0.08967,46.2,,,27,0,,1.38383,1.00553,2.36075,0.87534,0.68710,3.92319,3.44342,2.57566,1.19812,0.21239,3.98618,3.34619,2024-06-20,9,9,1,44,1,0,44,2023-05-24,12,10,2,64,1,0,64,49.000,2,5,,0,0.00,0,0,"19110 CROWLEY-EUNICE HWY,CROWLEY,LA,70526",30.3037,-92.397,,2025-10-01
"195431","Holly Hill House","100 KINGSTON ROAD","SULPHUR","LA","70663","3376255843","090","Calcasieu","Y",For profit - Corporation,200,85.4,,Medicare and Medicaid,"N","HOLLY HILL HOUSE, LLC",1997-09-01,,,,,,,,N,,Y,N,N,Resident,Yes,1,,1,,2,,2,,1,,1,,,,2.01721,1.19348,0.22464,1.41813,3.43534,3.05902,0.16163,0.06044,,26,,26,,26,1.22866,0.89278,2.09603,0.77719,0.61005,3.48327,3.05730,2.24422,1.32779,0.24992,3.82193,3.40327,2025-04-15,25,12,13,148,1,0,148,2024-04-24,29,6,24,192,1,0,192,159.000,36,53,,2,62018.00,0,2,"100 KINGSTON ROAD,SULPHUR,LA,70663",30.2276,-93.329,,2025-10-01
"195437","St. Margaret's Daughters Home","3525 BIENVILLE ST","NEW ORLEANS","LA","70119","5042796414","350","Orleans","Y",Non profit - Corporation,112,97.3,,Medicare and Medicaid,"N","THE ST. MARGARET'S DAUGHTERS",1997-10-01,,,,,,,,N,,N,N,N,Resident,Yes,1,,2,,2,,1,,3,,1,,,,2.38556,1.46726,0.23604,1.70330,4.08886,3.57939,0.23885,0.04280,,26,,26,,26,1.33991,0.97362,2.28583,0.84756,0.66529,3.79868,3.33414,2.43365,1.49684,0.24080,4.17129,3.65154,2024-08-28,16,7,9,100,1,0,100,2023-10-12,20,11,15,104,2,52,156,114.000,3,23,,0,0.00,0,0,"3525 BIENVILLE ST,NEW ORLEANS,LA,70119",29.9726,-90.094,,2025-10-01
