OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Admin Name & Phone,Facility Email,Fac. Cont. Email,License / Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Care,Alzheimer Unit,NH Beds,Institutional NH Beds,Number of Licensed Beds,x,y
12646,WILDEWOOD DOWNS NURSING AND REHABILITATION CENTER,731 POLO RD,COLUMBIA,SC,29223-4462,803-419-1243,"VILES, ROBIN G. PH#: 803-419-1243",LICENSING@WILDEWOOD-DOWNS.COM,RVILES@MAXWELL-GROUP.COM,NCF-1036 / 06/30/2026,Richland / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,WILDEWOOD RETIREMENT LLC,N,N,80,,80,510289.926,3771862.448
12704,ACHIEVE REHABILITATION AND NURSING CENTER,611 E HAMPTON ST,ANDERSON,SC,29624-2899,864-226-5054,"WHEELER, CHARLES PH#: 864-226-5054",ALEV@HEARTHCM.COM,,NCF-1039 / 09/30/2026,Anderson / Limited Liability,,,,,ANDERSON SC OPCO LLC,N,N,181,,181,349473.466,3818375.744
12719,EDISTO POST ACUTE,575 STONEWALL JACKSON BLVD,ORANGEBURG,SC,29115-7250,803-534-7771,"TIPTON, NICHOLAS PH#: 803-534-7771",NICHOLAS.TIPTON@EDISTOPA.COM,,NCF-1026 / 01/31/2026,Orangeburg / Limited Liability,575 STONEWALL JACKSON BLVD,ORANGEBURG,SC,29115-7250,ORANGEBURG POST ACUTE LLC,N,N,113,0,113,512161.122,3704783.201
12721,MUSC HEALTH CHESTER NURSING CENTER,1 MEDICAL PARK DR,CHESTER,SC,29706-9769,803-581-9423,"GOSNELL, LISA R. PH#: 803-286-1837",GOSNELLL@MUSC.EDU,LISA_GOSNELL@CHS.NET,NCF-1028 / 03/31/2026,Chester / ,169 ASHLEY AVE,CHARLESTON,SC,29425,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,N,N,60,,60,483081.236,3837948.011
13003,ANGEL OAK NURSING AND REHABILITATION CENTER,4452 SOCASTEE BLVD,MYRTLE BEACH,SC,29588-7253,843-293-1137,"DUGOSH, SHEILA PH#: 843-293-1137",SDUGOSH@ANGELOAKNURSING.COM,SDUGOSH@WILSONSENIORCARE.COM,NCF-1046 / 05/31/2026,Horry / Limited Liability,,,,,ANGEL OAK NURSING AND REHABILITATION CENTER LLC,N,N,88,,88,686687.167,3729181.885
13065,IVA POST ACUTE,406 W BROAD ST,IVA,SC,29655-9765,864-348-7433,"MILLER, LYDIA M. PH#: 864-457-9100",LYDIA.MILLER@PACS.COM,HOCF@HOCF.ORG,NCF-1048 / 09/30/2026,Anderson / Limited Liability,,,,,IVA SKILLED NURSING LLC,N,N,60,,60,346533.382,3797732.7
13066,WEST VILLAGE POST ACUTE,8 N TEXAS AVE,GREENVILLE,SC,29611,864-295-1331,"MILLETT, MARK PH#: 864-246-2721",MARK.MILLET@WESTVILLAGEPA.COM,,NCF-1049 / 09/30/2026,Greenville / Limited Liability,,,,,GREENVILLE SKILLED NURSING LLC,N,N,132,0,132,368374.722,3855875.301
13067,LINLEY PARK POST ACUTE,208 JAMES ST,ANDERSON,SC,29625-2942,864-226-3427,"MCCOWAN, KEVIN PH#: 864-845-5177",KEVIN.MCCOWAN@LINLEYPARKPA.COM,KEVIN.MCCOWAN@PIEDMONTPOSTACUTE.COM,NCF-1050 / 09/30/2026,Anderson / Limited Liability,,,,,ANDERSON COMMUNITY HEALTHCARE LLC,N,N,88,,88,347523.536,3821643.225
13068,CHANDLER CREEK POST ACUTE,401 CHANDLER RD,GREER,SC,29651-1243,864-879-1370,"TYNER, BRYAN PH#: 864-391-2390",BRYAN.TYNER@CHANDLERCREEK.COM,,NCF-1051 / 09/30/2026,Greenville / ,,,,,GREER COMMUNITY HEALTHCARE LLC,N,N,133,,133,386940.951,3868592.511
13071,FLEETWOOD POST ACUTE,200 ANNE DR,EASLEY,SC,29640,864-859-9754,"WILSON, TOYA PH#: 864-859-9754",JORDAN.HALL@FLEETWOODPOSTACUTE.COM,,NCF-1053 / 09/30/2026,Pickens / Limited Liability,,,,,EASLEY SKILLED NURSING LLC,N,N,103,,103,353039.273,3856263.954
13073,SIMPSONVILLE POST ACUTE,807 SE MAIN ST,SIMPSONVILLE,SC,29681-7150,864-963-6069,"LESTER, CHEYNE PH#: 864-963-6069",CHEYNE.LESTER@SIMPSONVILLEPA.COM,,NCF-1054 / 09/30/2026,Greenville / Limited Liability,,,,,SIMPSONVILLE COMMUNITY HEALTHCARE LLC,N,N,132,,132,386098.871,3842487.349
13074,POWDERSVILLE POST ACUTE,1850 CRESTVIEW RD,EASLEY,SC,29642-3528,864-859-3236,"HALL, JORDAN PH#: 864-859-9754",JORDAN.HALL@POWDERSVILLEPA.COM,,NCF-1055 / 09/30/2026,Pickens / Limited Liability,,,,,EASLEY COMMUNITY HEALTHCARE LLC,N,N,60,,60,358732.794,3851657.041
13076,MANNA POST ACUTE,716 E CEDAR ROCK ST,PICKENS,SC,29671-2324,864-878-4739,"GRIGGS, TODD PH#: 864-878-4739",TODD.GRIGGS@MANNAPOSTACUTE.COM,TODD.GRIGGS@SA-HC.COM,NCF-1056 / 09/30/2026,Pickens / Limited Liability,,,,,PICKENS SKILLED NURSING LLC,N,N,130,,130,345212.054,3861414.483
13077,EDGEFIELD POST ACUTE,226 W A REEL DR,EDGEFIELD,SC,29824-4534,803-637-5312,"GINN, KEVIN J. PH#: 803-643-3694",KEVIN.GINN@EDGEFIELDPA.COM,KEVIN.GINN@EDGEFIELDPA.COM,NCF-1057 / 09/30/2026,Edgefield / Limited Liability,,,,,EDGEFIELD COMMUNITY HEALTHCARE LLC,N,N,120,,120,414017.228,3737914.916
13078,PATEWOOD POST ACUTE,2 GRIFFITH RD,GREENVILLE,SC,29607-3504,864-990-1918,"EVATT, RUSSELL PH#: 864-261-6734",STERLING.SMITH@PATEWOODPA.COM,REVATT@HMRVSI.COM,NCF-1058 / 09/30/2026,Greenville / Limited Liability,,,,,GREENVILLE COMMUNITY HEALTHCARE LLC,N,N,120,,120,379288.473,3856216.567
13080,PIEDMONT POST ACUTE,109 BENTZ RD,PIEDMONT,SC,29673,864-854-5177,"HALL, REINALDO PH#: 864-854-5177",RIO.HALL@PIEDMONTPOSTACUTE.COM,,NCF-1061 / 09/30/2026,Greenville / Limited Liability,,,,,PIEDMONT SKILLED NURSING LLC,N,N,88,,88,364942.228,3840995.173
13141,KEMPTON OF CHARLESTON,194 SPRING ST,CHARLESTON,SC,29403,854-500-7778,"FRENCH, LINDSAY PH#: 843-352-4986",JOCARR@LIBERTYSENIORLIVING.COM,LINDSAY.FRENCH@THEOAKSSC.COM,NCF-1064 / 03/31/2026,Charleston / Limited Liability,,,,,SPRING STREET SENIOR HOUSING OPCO LLC,N,N,23,,23,598123.331,3628287.685
13143,COOPER RIVER POST ACUTE,1049 ANNA KNAPP BLVD,MOUNT PLEASANT,SC,29464-3133,843-881-3210,"LITCHFIELD, TANNER PH#: 843-881-3210",TANNER.LITCHFIELD@COOPERRIVERPA.COM,,NCF-1065 / 10/31/2026,Charleston / Limited Liability,,,,,MTPLEASANT SNF LLC,N,N,176,,176,606219.968,3630745.254
13152,RIDGELAND NURSING AND REHAB CENTER,1516 GRAYS HWY,RIDGELAND,SC,29936,843-726-5581,"BOYLES, SHERI P. PH#: 803-865-1999",JCUNNINGHAM@RIDGELANDNRC.COM,SHERI_BOYLES@LCCA.COM,NCF-1066 / 11/30/2025,Jasper / Limited Liability,,,,,SC OPCO LLC,N,N,88,,88,501213.323,3595461.97
13193,THE PALMS AT FLORENCE,4438 PAMPLICO HWY,FLORENCE,SC,29505-8502,843-669-3502,"BOATWRIGHT, MELISSA PH#: 803-398-7041",YAAKOV@ANGELOAKHC.COM,MBOATWRIGHT@WILSONSENIORCARE.COM,NCF-1068 / 11/30/2026,Florence / Limited Liability,,,,,COMMANDER OPERATOR LLC,N,N,163,,163,619522.803,3774572.085
13204,MYRTLE BEACH MANOR,9547 HWY 17 N,MYRTLE BEACH,SC,29572-0000,843-449-5283,"SCHMEIZL, ELIZABETH PH#: 843-449-5283",BETH.SCHMEIZL@PHOENIXSRLIVING.COM,,NCF-1041 / 12/31/2026,Horry / Limited Liability,,,,,SNH SC TENANT LLC,N,N,60,0,60,704304.913,3738569.799
13262,COVENANT PLACE NURSING CENTER,2825 CARTER RD,SUMTER,SC,29150-1712,803-469-7007,"WILSEY, JENNIFER PH#: 803-469-7007",DIRECTOR@COVENANTPLACE.COM,,NCF-1070 / 07/31/2026,Sumter / ,,,,,SUMTER OPCO LLC,N,N,28,16,44,554908.874,3757336.473
13274,SOUTHLAND HEALTH CARE CENTER,722 S DARGAN ST,FLORENCE,SC,29506-2562,843-669-4403,"MORRIS, ROBERT PH#: 864-225-2410",YAAKOV@ANGELOAKHC.COM,,NCF-1072 / 12/31/2026,Florence / Limited Liability,,,,,SOUTHLAND OPERATOR LLC,N,N,88,,88,613861.351,3783362.368
13295,LILA DOYLE POST ACUTE,101 LILA DOYLE DR,SENECA,SC,29672-9495,864-885-7675,"SEAWRIGHT, PHYLLIS PH#: 864-885-7679",RENEWALS@ENSIGNSERVICES.NET,PHYLLIS.SEAWRIGHT@PRISMAHEALTH.ORG,NCF-1073 / 10/31/2026,Oconee / Limited Liability,,,,,KINGSTON FALLS HEALTHCARE LLC,N,N,120,,120,318413.038,3840937.986
13296,OAK VIEW HEALTH AND REHABILITATION,3300 4TH AVE,CONWAY,SC,29527,843-248-5728,"THATCHER, BRENT PH#: 803-739-5282",RENEWALS@ENSIGNSERVICES.NET,BTHATCHER@ENSINSERVICES.NET,NCF-1074 / 05/31/2026,Horry / Corporation,,,,,BLUEBIRD HEALTHCARE INC,N,N,190,,190,677831.315,3743652.24
13297,OAK HARBOR HEALTHCARE,921 BOWMAN RD,MOUNT PLEASANT,SC,29464-3234,843-884-8903,"WISCOMBE, BRADEN PH#: 843-884-8903",RENEWALS@ENSIGNSERVICES.NET,,NCF-1075 / 05/31/2026,Charleston / Corporation,,,,,STARLING HEALTHCARE INC,N,N,132,,132,606842.177,3631297.033
13318,SENECA HEALTH AND REHABILITATION CENTER,140 TOKEENA RD,SENECA,SC,29678-1799,864-882-1642,"WILSON, KATHLEEN S. PH#: 864-882-1642",MICHAEL.BOKOR@RELIANTHCS.COM,,NCF-1076 / 09/30/2026,Oconee / Limited Liability,,,,,SENECA FACILITY LLC,N,N,132,,132,320023.285,3836425.949
13319,SUMTER EAST HEALTH AND REHABILITATION CENTER,880 CAROLINA AVE,SUMTER,SC,29150-2815,803-775-5394,"HATTON, BRYAN C. PH#: 803-775-5394",MICHAEL.BOKOR@RELIANTHCS.COM,BCHATTON@SAVASC.COM,NCF-1077 / 09/30/2026,Sumter / Limited Liability,,,,,SUMTER EAST FACILITY LLC,N,N,176,,176,559884.313,3756193.725
13341,MCCORMICK POST ACUTE,204 HOLIDAY ST,MCCORMICK,SC,29835,864-391-2390,"GRICE, JESSICA PH#: 803-643-3694",JESSICA.GRICE@MCCORMICKPA.COM,,NCF-1060 / 09/30/2026,McCormick / Limited Liability,,,,,MCCORMICK SKILLED NURSING LLC,N,N,120,,120,372805.641,3748370.442
13350,LAUREL CREST RETIREMENT COMMUNITY,100 JOSEPH WALKER DR,WEST COLUMBIA,SC,29169-6939,803-796-0370,"DEEL, JAMES F. PH#: 803-796-0370",JIM.DEEL@LAURELCREST.ORG,JIM.DEEL@LAURELCREST.ORG,NCF-1078 / 01/31/2026,Lexington / Non-Profit Corporation,,,,,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,N,N,12,,12,494070.711,3762540.533
13393,CARLYLE SENIOR CARE OF BLACKVILLE,1612 JONES BRIDGE RD,BLACKVILLE,SC,29817,803-284-4313,"COOKE, JANICE ELAINE PH#: 803-284-4313",ECOOKE@CARLYLESENIORCARE.COM,,NCF-1081 / 08/31/2026,Barnwell / Limited Liability,,,,,CARLYLE SENIOR CARE OF BLACKVILLE LLC,N,N,85,,85,475677.955,3693685.88
13394,CARLYLE SENIOR CARE OF WILLISTON,5721 SPRINGFIELD RD,WILLISTON,SC,29853-1917,803-266-3229,"ARMSTRONG, TIM E. PH#: 803-648-0434",TARMSTRONG@CARLYLESENIORCARE.COM,TARMSTRONG@CARLYLESENIORCARE.COM,NCF-1082 / 08/31/2026,Barnwell / Limited Liability,,,,,CARLYLE SENIOR CARE OF WILLISTON LLC,N,N,44,,44,461611.761,3696935.061
13415,BENNETTSVILLE HEALTH AND REHABILIATION CENTER,710 HWY 15-401 BYP W,BENNETTSVILLE,SC,29512-3641,843-479-6251,"PRUITT, KELLY PH#: 843-479-6251",JOR.KING@FUNDLTC.COM,ADMIN@DUNDEEMANOR.NET,NCF-1083 / 06/30/2026,Marlboro / Limited Liability,,,,,BENNETTSVILLE HEALTH CARE LLC,N,N,110,,110,618604.602,3830107.51
13429,BROOKVIEW HEALTHCARE CENTER,510 THOMPSON ST,GAFFNEY,SC,29340-3620,864-489-3101,"SAIN, SUSAN PH#: 864-489-3101",ADMIN@BROOKVIEW.CARE,ADMIN@BROOKVIEW.CARE,NCF-1093 / 12/31/2025,Cherokee / ,,,,,BROOKVIEW HEALTHCARE CENTER LLC,N,N,132,,132,440156.396,3879398.526
13443,FOUNTAIN INN POST ACUTE,501 GULLIVER ST,FOUNTAIN INN,SC,29644-2105,864-862-2554,"JOY, KATHERINE PH#: 864-879-1370",LEGAL@PACS.COM,KATHERINE.JOY@SA-HC.COM,NCF-1094 / 03/31/2026,Greenville / Limited Liability,,,,,FOUNTAIN INN HEALTHCARE LLC,N,N,60,,60,390939.079,3839990.861
13453,RESORTS AT BEAUFORT LLC,11 TODD DR,BEAUFORT,SC,29902-6113,843-524-8911,"GARRETT, ALEXANDRIA PH#: 843-389-9201",ADMINISTRATOR@BEAUFORTHC.COM,,NCF-1095 / 04/30/2026,Beaufort / Limited Liability,,,,,RESORTS AT BEAUFORT LLC,Y,Y,170,,170,529833.374,3585207.624
13538,ANCHOR POST ACUTE,550 EASTGATE DR,AIKEN,SC,29803-7688,803-643-3694,"DYCHES, KEELEY PH#: 864-391-2390",KEELEY.DYCHES@ANCHOR-PA.COM,,NCF-1052 / 09/30/2026,Aiken / Limited Liability,,,,,AIKEN COMMUNITY HEALTHCARE LLC,N,N,120,,120,434754.377,3702032.807
13539,RIVER FALLS POST ACUTE,2906 GREER HWY,MARIETTA,SC,29661,864-836-6381,"JENNINGS, MARK PH#: 864-836-6381",MARK.JENNINGS@RIVERFALLSPA.COM,,NCF-1059 / 09/30/2026,Greenville / Limited Liability,,,,,MARIETTA COMMUNITY HEALTHCARE LLC,N,N,44,,44,354624.167,3870854.521
13548,ASHLEY RIVER HEALTHCARE,1137 SAM RITTENBURG BLVD,CHARLESTON,SC,29407,843-763-0233, PH#: ,YPABON@ENSIGNSERVICES.NET,,NCF-1096 / 09/30/2026,Charleston / Corporation,,,,,ORANGE GROVE HEALTHCARE INC,N,N,125,,125,594503.502,3632148.64
13549,THE RESERVE HEALTHCARE AND REHABILITATION,1800 EAGLE LANDING BLVD,HANAHAN,SC,29410-8517,843-553-0656,"HICKS, GREGORY, JR. PH#: 803-662-5152",GHICKSJR@ENSIGNSERVICES.NET,,NCF-1097 / 09/30/2026,Berkeley / Corporation,,,,,RAILROAD CROSSING HEALTHCARE INC,N,N,135,,135,590170.996,3645652.439
13576,CHERRYDALE POST ACUTE,601 SULPHUR SPRINGS RD,GREENVILLE,SC,29617-1698,864-246-2721,"WATERS, JEFF PH#: 864-295-1331",MARK.MILLET@PACS.COM,JEFF.WATERS@WESTVILLAGEPA.COM,NCF-1098 / 01/31/2026,Greenville / Limited Liability,,,,,BEREA COMMUNITY HEALTHCARE LLC,N,N,132,,132,367299.601,3861680.052
13577,FOREST ACRES POST ACUTE,2601 FOREST DR,COLUMBIA,SC,29204-2363,803-256-4983,"KIZER, MELISSA R. PH#: 803-655-7101",TAYLOR.HARDY@FORESTACRESPA.COM,MELISSA.KIZER@FUNDLTC.COM,NCF-1099 / 01/31/2026,Richland / Limited Liability,,,,,FOREST ACRES COMMUNITY HEALTHCARE LLC,N,N,132,,132,499331.88,3763788.452
13578,REEDY RIVER POST ACUTE,600 SULPHUR SPRINGS RD,GREENVILLE,SC,29617-1985,864-900-9195,"DOMEN, KARA PH#: 864-246-2721",KARA.DOMEN@PACS.COM,,NCF-1100 / 01/31/2026,Greenville / Limited Liability,,,,,REEDY RIVER COMMUNITY HEALTHCARE LLC,N,N,125,,125,367115.607,3861720.637
13579,UNION POST ACUTE,709 RICE AVE EXT,UNION,SC,29379,864-427-0306,"PATRIE, CHRISTOPHER PH#: 803-831-9900",CHRISTOPHER.PATRIE@UNIONPOSTACUTE.COM,CHRISTOPHER.PATRIE@HCR-MANORCARE.COM,NCF-1101 / 01/31/2026,Union / Limited Liability,,,,,UNION COMMUNITY HEALTHCARE LLC,N,N,88,,88,440775.184,3841940.419
13606,LAKELANDS NURSING AND REHABILITATION CENTER,83 THOMSON CIR,ABBEVILLE,SC,29620-5652,864-366-5122,"REAVIS, LISA D. PH#: 803-691-5720",LISA.REAVIS@SELFREGIONAL.ORG,LREAVIS@RICEESTATE.ORG,NCF-1102 / 01/31/2026,Abbeville / ,,,,,SELF REGIONAL HEALTHCARE,N,N,94,,94,372767.019,3780738.748
13806,HONORAGE NURSING CENTER,1207 N CASHUA RD,FLORENCE,SC,29501-6969,843-665-6172,"JORDAN, HEATHER PH#: 803-478-2323",SWEESNER@WILSONSENIORCARE.COM,HJORDAN@CLARENDONLTC.ORG,NCF-1103 / 01/31/2026,Florence / Limited Liability,,,,,WILSON SENIOR CARE HONORAGE LLC,N,N,88,,88,610805.891,3786697.549
13881,OAKS POST ACUTE,151 LOVELY CIR,ORANGEBURG,SC,29115-1815,803-682-5814,"HAWS, CADEN PH#: 803-256-4983",LINDSAY.COTTINGHAM@PACS.COM,,NCF-1104 / 04/30/2026,Orangeburg / Limited Liability,,,,,ORANGEBURG COMMUNITY HEALTHCARE LLC,N,N,122,,122,514230.082,3698287.551
13948,SEVEN OAKS REHABILITATION AND HEALTHCARE CENTER,3514 SIDNEY RD,COLUMBIA,SC,29210-4494,803-798-9715,"STRAUSS, SUSAN PH#: 803-798-9715",WAYNE.BLUM@CHOICE-HEALTH.NET,,NCF-1105 / 06/30/2026,Lexington / Limited Liability,,,,,ST ANDREWS OPERATOR LLC,N,N,108,,108,487910.501,3767911.395
13976,AIKEN REHABILITATION AND CARE CENTER,3525 AUGUSTUS RD,AIKEN,SC,29801-2701,803-642-8376,"GUZMAN, CHARLES N. PH#: 803-642-8376",WANDAFOWLER@AIKENREHABILITATION.COM,,NCF-1069 / 09/30/2026,Aiken / ,,,,,PEPPER HILL SNF OPERATIONS LLC,Y,N,125,,125,427642.161,3713422.149
14042,VETERAN VILLAGE,1200 E NATIONAL CEMETERY RD,FLORENCE,SC,29506,843-432-4600,"YOUNG, SHONDA PH#: 864-834-1328",HEYWARD.HILLIARD@SCDVA.SC.GOV,,NCF-1106 / 07/31/2026,Florence / State,,,,,SOUTH CAROLINA DEPARTMENT OF VETERANS AFFAIRS,N,N,104,,104,615389.316,3782925.911
14043,RICHARD M CAMPBELL VETERANS NURSING HOME,4605 BELTON HWY,ANDERSON,SC,29621-5045,864-261-6734,"BURNETTE, CRYSTAL PH#: 864-261-6734",CBURNETTE@HMRVSI.COM,,NCF-1108 / 07/31/2026,Anderson / State,,,,,SOUTH CAROLINA DEPARTMENT OF VETERANS AFFAIRS,N,N,220,,220,355423.505,3816480.82
14044,VETERANS VICTORY HOUSE,2461 SIDNEYS RD,WALTERBORO,SC,29488-6783,843-538-3000,"SMELSER, THERESA PH#: 843-599-0773",HEYWARD.HILLIARD@SCDVA.SC.GOV,TSMELSER@HMRVSI.COM,NCF-1109 / 07/31/2026,Colleton / State,,,,,SOUTH CAROLINA DEPARTMENT OF VETERANS AFFAIRS,N,N,220,,220,536076.576,3645843.959
14048,PALMETTO PATRIOTS HOME,120 HAMPSHIRE DR,GAFFNEY,SC,29342,864-649-2000,"PALMER, CHRISTOPHER PH#: ",CPALMER@HMRVSI.COM,,NCF-1107 / 07/31/2026,Cherokee / State,,,,,SOUTH CAROLINA DEPARTMENT OF VETERANS AFFAIRS,N,N,104,,104,440354.163,3883700.927
14205,WHITE OAK MANOR ROCK HILL,1915 EBENEZER RD,ROCK HILL,SC,29732-1097,803-366-8155,"MONTGOMERY-SMALLS, JERROLYN PH#: 803-366-8155",JMSMALLS@WHITEOAKMANOR.COM,,NCF-1087 / 08/31/2026,York / Limited Liability,,,,,NHC HEALTHCARE/ROCK HILL LLC,N,N,141,,141,495388.308,3868889.891
14206,WHITE OAK MANOR COLUMBIA,3001 BEECHAVEN RD,COLUMBIA,SC,29204-2701,803-782-4363, PH#: ,MHJOLLY@WHITEOAKMANOR.COM,,NCF-1088 / 08/31/2026,Richland / ,,,,,NHC HEALTHCARE/COLUMBIA WO LLC,N,N,120,,120,500268.174,3765546.932
14207,WHITE OAK MANOR LANCASTER,253 CRAIG MANOR RD,LANCASTER,SC,29720-6531,803-286-1464,"GOSNELL, LISA R. PH#: 803-286-1837",JSKINNER@WHITEOAKMANOR.COM,LISA_GOSNELL@CHS.NET,NCF-1089 / 08/31/2026,Lancaster / Limited Liability,,,,,NHC HEALTHCARE/LANCASTER LLC,N,N,132,,132,520921.337,3845259.074
14208,WHITE OAK AT NORTH GROVE,290 N GROVE MEDICAL PARK DR,SPARTANBURG,SC,29303-4222,864-345-1700,"NELSON, ANDREW R. PH#: 864-345-1700",ANELSON@WHITEOAKMANOR.COM,ANELSON@WHITEOAKMANOR.COM,NCF-1090 / 08/31/2026,Spartanburg / ,,,,,NHC HEALTHCARE/NORTH GROVE LLC,Y,Y,132,,132,414056.865,3872657.55
14209,WHITE OAK MANOR NEWBERRY,2555 KINARD ST,NEWBERRY,SC,29108-2903,803-276-6060,"GILLIAM, MELISSA S. PH#: 803-276-6060",MGILLIAM@WHITEOAKMANOR.COM,MGILLIAM@WHITEOAKMANOR.COM,NCF-1092 / 08/31/2026,Newberry / Limited Liability,,,,,NHC HEALTHCARE/NEWBERRY LLC,N,N,146,,146,444238.19,3794358.296
14210,WHITE OAK MANOR SPARTANBURG,295 E PEARL ST,SPARTANBURG,SC,29303-3666,864-585-0241,"CECIL, O KENT, III. PH#: 864-585-0241",KCECIL@WHITEOAKMANOR.COM,KCECIL@WHITEOAKMANOR.COM,NCF-1110 / 08/31/2026,Spartanburg / Limited Liability,,,,,NHC HEALTHCARE/SPARTANBURG LLC,N,N,60,,60,414451.413,3869481.198
14211,WHITE OAK MANOR CHARLESTON,9285 MEDICAL PLAZA DR,CHARLESTON,SC,29406-9126,843-797-8282,"HEITKAMP, RYAN PH#: ",RHEITKAMP@WHITEOAKMANOR.COM,RHEITKAMP@WHITEOAKMANOR.COM,NCF-1111 / 08/31/2026,Charleston / Limited Liability,,,,,NHC HEALTHCARE/CHARLESTON WO LLC,N,N,176,,176,586439.514,3648784.261
14212,WHITE OAK MANOR YORK,111 S CONGRESS ST,YORK,SC,29745-1836,803-684-0035,"LAMBERT, MICHELLE PH#: 803-684-0035",SCPARKER@WHITEOAKMANOR.COM,MLAMBERT@WHITEOAKMANOR.COM,NCF-1084 / 08/31/2026,York / Limited Liability,,,,,NHC HEALTHCARE/YORK LLC,N,N,109,,109,477746.178,3872121.641
14213,WHITE OAK ESTATES,400 WEBBER RD,SPARTANBURG,SC,29307-2400,864-579-7004,"BOWERS, EMMA PH#: 864-990-1918",EBOWERS@WHITEOAKMANOR.COM,,NCF-1112 / 08/31/2026,Spartanburg / Limited Liability,,,,,NHC ESTATES LLC,Y,N,88,,88,420530.13,3870460.316
14238,HERITAGE POST ACUTE,515 WARLEY ST,FLORENCE,SC,29501-5199,843-662-4573,"PRUITT, KELLY PH#: 843-662-4573",ADMINISTRATOR@HERITAGEPOSTACUTE.COM,,NCF-1115 / 02/28/2026,Florence / Limited Liability,,,,,515 WARLEY OPCO LLC,Y,N,132,,132,612923.444,3783766.773
14240,CHERAW POST ACUTE,400 MOFFAT RD,CHERAW,SC,29520-3048,843-320-7500,"HAYES, CHRYSTAL PH#: 843-320-7500",ADMINISTRATOR@CHERAWPOSTACUTE.COM,,NCF-1114 / 09/30/2026,Chesterfield / Limited Liability,,,,,400 MOFFAT OPCO LLC,Y,N,120,,120,599697.19,3839062.109
14360,SALUDA NURSING CENTER,3131 NEWBERRY HWY,SALUDA,SC,29138-7808,864-445-2146,"MACK, JAMES H. PH#: 864-445-2146",DBLEDSOE@SALUDANURSING.ORG,JMACK@SALUDANURSING.ORG,NCF-0265 / 06/30/2026,Saluda / County,PO BOX 398,SALUDA,SC,29138-0398,SALUDA COUNTY,N,N,176,0,176,428954.498,3766436.645
14697,PATRIOT'S VILLAGE,915 N WISE DR,SUMTER,SC,29153,803-965-9002,"JOHNSON, TARA PH#: 000-000-0000",HEYWARD.HILLIARD@SCDVA.SC.GOV,LALA.JOHNSON@ENSIGNSERVICES.NET,NCF-1117 / 04/30/2026,Sumter / State,,,,,SOUTH CAROLINA DEPARTMENT OF VETERANS AFFAIRS,Y,Y,104,,104,559629.322,3758118.464
14782,STONE AND FEWELL VETERANS PAVILIONS,2200 HARDEN ST,COLUMBIA,SC,29203-7199,803-737-5301,"JONES, ERIC PH#: 803-737-5313",HEYWARD.HILLIARD@SCDVA.SC.GOV,ERIC.JONES@SCDMH.ORG,NCF-1116 / 07/31/2026,Richland / State,,,,,SOUTH CAROLINA DEPARTMENT OF VETERANS AFFAIRS,N,N,135,,135,497711.906,3764610.636
14925,GABLES ON PELHAM SKILLED NURSING AND REHAB,1306 PELHAM RD,GREENVILLE,SC,29615-3600,864-266-6600,"BARTHWELL, NATASHA PH#: 864-286-6600",NATASHA.BARTHWELL@GABLES-LIVING.COM,,NCF-1118 / 05/31/2026,Greenville / Limited Liability,,,,,GABLES ON PELHAM RETIREMENT LLC,N,N,45,,45,380464.197,3857799.006
15015,ELDERWOOD REHABILITATION AND NURSING CENTER OF GEORGETOWN,2715 S ISLAND RD,GEORGETOWN,SC,29440-4415,843-546-4123,"FLANSBURG, CHRISTINE PH#: 843-546-4123",CHRISTINE.FLANSBURG@GEORGETOWNNURSINGCEN,,NCF-1119 / 05/31/2026,Georgetown / Limited Liability,,,,,GEORGETOWN OPERATIONS LLC,Y,N,84,,84,658443.353,3689334.152
15066,PRESTON HEALTH CENTER,87 BIRDSONG WAY,HILTON HEAD ISLAND,SC,29926-1365,843-689-7077,"MCRAE, MONIQUE PH#: 843-689-7077",MMCRAE@THECYPRESS.COM,,NCF-1120 / 07/31/2026,Beaufort / Corporation,,,,,THE CYPRESS CLUB INC,Y,Y,69,8,77,524719.663,3566234.446
15077,PINEWOOD NURSING CARE,1761 PINEWOOD RD,SUMTER,SC,29154-9056,803-481-8591,"POLLARD, TRACI PH#: 803-481-8591",TRACI.POLLARD@SUMTERNURSINGCENTER.COM,,NCF-1121 / 05/31/2026,Sumter / Limited Liability,,,,,SUMTER OPERATIONS LLC,Y,N,96,,96,555114.535,3747728.647
